iter	Logloss
248	0.4817351587
249	0.4813397264
250	0.480929743
251	0.4805898055
252	0.4801971013
253	0.4798676438
254	0.4794486441
255	0.4790181327
256	0.4785970579
257	0.4782139922
258	0.4778767712
259	0.4776097352
260	0.4772577718
261	0.4769563663
262	0.4766635633
263	0.4762897474
264	0.4759870888
265	0.4756952976
266	0.4753787191
267	0.4749468687
268	0.4746734751
269	0.4743277411
270	0.4740340652
271	0.473711225
272	0.4733862764
273	0.4731229475
274	0.4727553157
275	0.4725215716
276	0.4721957088
277	0.4718534427
278	0.4716149486
279	0.4712750191
280	0.4709548766
281	0.4706315964
282	0.4703610692
283	0.4700715702
284	0.4697003635
285	0.4693554196
286	0.4690515939
287	0.4687645241
288	0.4684891181
289	0.468230296
290	0.4679636319
291	0.4677296805
292	0.4674430441
293	0.467111792
294	0.4669175059
295	0.4666772558
296	0.4665012947
297	0.4662255262
298	0.4659081583
299	0.4656582842
300	0.4654050521
301	0.4651454666
302	0.4649260301
303	0.4646156795
304	0.4641940279
305	0.463881265
306	0.46364832
307	0.4633836841
308	0.4630901571
309	0.4628495653
310	0.4625088684
311	0.4622703258
312	0.4619700208
313	0.4617255691
314	0.4615163801
315	0.4611882739
316	0.4609347037
317	0.4606476621
318	0.4603955016
319	0.4600729302
320	0.4597135853
321	0.4594618175
322	0.4591379194
323	0.4588823049
324	0.4586295477
325	0.4583585521
326	0.4581234991
327	0.4578883959
328	0.4576232315
329	0.4573805087
330	0.4571692284
331	0.4569336597
332	0.4567060137
333	0.4565010564
334	0.4562582924
335	0.4558720314
336	0.4556713529
337	0.455357014
338	0.4550345647
339	0.4547589571
340	0.4545209049
341	0.4542401643
342	0.4539930954
343	0.4536844954
344	0.4533581004
345	0.4531302516
346	0.4529106603
347	0.4526602363
348	0.4524670726
349	0.4521769941
350	0.4519115463
351	0.4516885817
352	0.4514527124
353	0.4511735628
354	0.4509331738
355	0.450654356
356	0.4503368638
357	0.4501798178
358	0.4499162681
359	0.449594918
360	0.4493312097
361	0.4490283791
362	0.4487936428
363	0.4485531758
364	0.4482570706
365	0.4479813628
366	0.4477482807
367	0.4474996691
368	0.4472799872
369	0.4470048626
370	0.4467542378
371	0.4465947762
372	0.4463001035
373	0.4460737527
374	0.4458163758
375	0.445566981
376	0.4453425847
377	0.4451048663
378	0.4448695741
379	0.4446727335
380	0.4444427925
381	0.4442070451
382	0.4440010376
383	0.4437326641
384	0.4434977515
385	0.443319839
386	0.4431270675
387	0.4429196384
388	0.4426113932
389	0.4423456208
390	0.4420607156
391	0.4418578397
392	0.4416739698
393	0.4414124892
394	0.4411994793
395	0.4409715234
396	0.440693157
397	0.4405112418
398	0.4403111504
399	0.440169896
400	0.4399846759
401	0.439675192
402	0.4394198742
403	0.439166016
404	0.438921857
405	0.438747121
406	0.4385627112
407	0.4383860566
408	0.4381347483
409	0.4379461211
410	0.4377482509
411	0.4375500107
412	0.4373470648
413	0.437097548
414	0.4369055365
415	0.4365864103
416	0.4363829699
417	0.4361448639
418	0.4359226111
419	0.4356423803
420	0.435439274
421	0.4352429036
422	0.4350421903
423	0.4347972566
424	0.4345592107
425	0.4343704982
426	0.4341786746
427	0.4339835671
428	0.43383275
429	0.4335867853
430	0.4333723972
431	0.4331109712
432	0.4329317462
433	0.4327274988
434	0.4324483059
435	0.4322315659
436	0.4320586643
437	0.4318183733
438	0.4315744425
439	0.431340867
440	0.4311148332
441	0.4309302563
442	0.430696381
443	0.4304880056
444	0.4303095763
445	0.4301790385
446	0.4299460763
447	0.4297701043
448	0.4295554198
449	0.42937101
450	0.4291312423
451	0.4289358131
452	0.4286118247
453	0.4283758146
454	0.4281687659
455	0.4279777831
456	0.4277511673
457	0.4275240527
458	0.4273376993
459	0.4271518684
460	0.4269816498
461	0.426754093
462	0.4265502425
463	0.4263267624
464	0.4260931492
465	0.4258645816
466	0.4257129482
467	0.4255402694
468	0.4252899147
469	0.4250634511
470	0.4248484337
471	0.4246566092
472	0.4244766567
473	0.4242696128
474	0.4240267816
475	0.4238508003
476	0.4236673219
477	0.4234104388
478	0.4232256483
479	0.4230300422
480	0.4228589169
481	0.4226999646
482	0.422500336
483	0.4222976384
484	0.4221352461
485	0.4219736196
486	0.4218155714
487	0.4216179941
488	0.4214641125
489	0.4213331236
490	0.4212227828
491	0.4210216322
492	0.4208527117
493	0.4206770209
494	0.4205222831
495	0.4203771763
496	0.4201657256
497	0.4199415787
498	0.419774634
499	0.419581287
500	0.4193927437
501	0.4192350895
502	0.4191021201
503	0.4188636196
504	0.4186912211
505	0.4184954283
506	0.4182786763
507	0.4180815217
508	0.4178925121
509	0.4177665167
510	0.4176079064
511	0.4174240716
512	0.4172361108
513	0.4170889574
514	0.4168973623
515	0.4167720547
516	0.4165551064
517	0.4164001392
518	0.4162715706
519	0.4160980904
520	0.4158948653
521	0.4156938587
522	0.4155426967
523	0.415345563
524	0.4151368339
525	0.4149085056
526	0.4146939206
527	0.4145341758
528	0.4143392853
529	0.4141321913
530	0.4139590811
531	0.4137899878
532	0.413615711
533	0.4134607691
534	0.4132968438
535	0.4130935948
536	0.4129593289
537	0.412765881
538	0.4125744564
539	0.4124121756
540	0.4122748523
541	0.4120835347
542	0.4118853763
543	0.4117229866
544	0.4115275687
545	0.4112794884
546	0.4110806518
547	0.4108751704
548	0.4107247234
549	0.4105672053
550	0.410388224
551	0.4102166692
552	0.4100802079
553	0.4099298452
554	0.4097431417
555	0.4095885973
556	0.4094276861
557	0.4092437823
558	0.4091041163
559	0.4089514441
560	0.4087561395
561	0.4086076694
562	0.408391701
563	0.4081979064
564	0.4080317359
565	0.4078612448
566	0.4076917261
567	0.4075194221
568	0.4073904493
569	0.4072208683
570	0.4070377473
571	0.4068668305
572	0.4066694378
573	0.4064986554
574	0.4063021842
575	0.4061598325
576	0.4059121189
577	0.4057470414
578	0.4055649029
579	0.4053512914
580	0.4051844472
581	0.4050673643
582	0.4049490106
583	0.4047733517
584	0.4046331077
585	0.4044408952
586	0.4042506821
587	0.4040825885
588	0.4039291036
589	0.4037668281
590	0.4035730319
591	0.4034190413
592	0.4033029377
593	0.403133706
594	0.4029456392
595	0.4028143832
596	0.4026237826
597	0.4024146326
598	0.4022469177
599	0.4020925488
600	0.4019362279
601	0.4017944213
602	0.4016616397
603	0.4015145737
604	0.4013605217
605	0.4011827873
606	0.401047045
607	0.4009135011
608	0.4007513075
609	0.4005652092
610	0.4004140075
611	0.4002351861
612	0.4000806553
613	0.3998970922
614	0.3997539231
615	0.3995256391
616	0.3993766238
617	0.3992231237
618	0.3989484417
619	0.3987829353
620	0.398640382
621	0.3985077716
622	0.3983824529
623	0.3982249114
624	0.3980760818
625	0.3979398177
626	0.3978088591
627	0.3976270695
628	0.3974649295
629	0.3973124742
630	0.3971727664
631	0.3970542058
632	0.3969186758
633	0.396790395
634	0.396607229
635	0.3964291403
636	0.3962822423
637	0.3961371585
638	0.3958917056
639	0.3957361229
640	0.3955960747
641	0.3954705613
642	0.3953400992
643	0.3951948598
644	0.3950588725
645	0.3948933902
646	0.3947091259
647	0.3945478079
648	0.3943840341
649	0.3942372494
650	0.3940174731
651	0.3938462917
652	0.3937322854
653	0.3934878051
654	0.393346313
655	0.3932088263
656	0.3930614383
657	0.3929028751
658	0.3927725372
659	0.3925620768
660	0.3924405306
661	0.3923058385
662	0.3921317738
663	0.3919210158
664	0.3917068378
665	0.3915299752
666	0.3913420589
667	0.391205942
668	0.3910489972
669	0.3909333546
670	0.3908179349
671	0.3906597711
672	0.3905434646
673	0.3903551218
674	0.3902108239
675	0.3900551388
676	0.389928973
677	0.3897566702
678	0.3895899781
679	0.3894253943
680	0.3892765924
681	0.3891317261
682	0.3890081125
683	0.3888870371
684	0.3887406137
685	0.3885667578
686	0.3883803337
687	0.3882057254
688	0.3880531992
689	0.3879175059
690	0.3877202561
691	0.3875764961
692	0.3874068569
693	0.3872759336
694	0.3871433731
695	0.3870014397
696	0.3868555716
697	0.3867267525
698	0.3864996321
699	0.3863526448
700	0.3862166435
701	0.3860936817
702	0.3859506491
703	0.3857814549
704	0.3856732716
705	0.3855040161
706	0.3853314409
707	0.3851925204
708	0.3850089026
709	0.3848532943
710	0.384700377
711	0.3845613655
712	0.3844087136
713	0.3842517903
714	0.384075751
715	0.3838685204
716	0.3837278666
717	0.3836002031
718	0.3834016581
719	0.3832564084
720	0.383064031
721	0.3829392446
722	0.3827900413
723	0.38266807
724	0.3824910012
725	0.3823589609
726	0.3821889324
727	0.3820637394
728	0.3819243428
729	0.3817764187
730	0.3816135925
731	0.3814781209
732	0.3813335205
733	0.3811931555
734	0.3810174459
735	0.3808492355
736	0.3807208379
737	0.3805479032
738	0.3803710381
739	0.3802189449
740	0.3800327788
741	0.3798689885
742	0.379715931
743	0.379567952
744	0.379432722
745	0.3793240194
746	0.3791892127
747	0.3790804917
748	0.3789152475
749	0.3787816779
750	0.3786128919
751	0.3784585107
752	0.3782331495
753	0.3780829562
754	0.3779559722
755	0.3778089501
756	0.3776785905
757	0.3774857315
758	0.3773728132
759	0.3771849123
760	0.377048485
761	0.3769199179
762	0.3767910437
763	0.3766491744
764	0.3765574686
765	0.3763538845
766	0.3761959333
767	0.3760565961
768	0.3759179817
769	0.3757328358
770	0.3755401651
771	0.37541808
772	0.3753094234
773	0.3751844741
774	0.3750141175
775	0.374883808
776	0.3747479813
777	0.374567932
778	0.3743533506
779	0.3742195684
780	0.3740564819
781	0.3738864615
782	0.3737354616
783	0.373606901
784	0.373497235
785	0.3733420106
786	0.3731766394
787	0.3730363828
788	0.3728637414
789	0.3727276338
790	0.3725606054
791	0.3724171984
792	0.3722834847
793	0.3721345935
794	0.3719833961
795	0.3718359155
796	0.3717096412
797	0.3715635103
798	0.3713957039
799	0.3712567252
800	0.3711228797
801	0.3709946399
802	0.3708516265
803	0.3707139568
804	0.3705553019
805	0.3704381435
806	0.3702670058
807	0.3700793451
808	0.3699186616
809	0.3697044828
810	0.3695620471
811	0.3694273266
812	0.3692852244
813	0.369132569
814	0.3689926347
815	0.3688683362
816	0.3687126823
817	0.3685712413
818	0.3684399417
819	0.3683058686
820	0.3681321705
821	0.3680017403
822	0.3678423558
823	0.367722289
824	0.3676128516
825	0.3674611842
826	0.3673153139
827	0.3671738447
828	0.3670217224
829	0.3668879246
830	0.3667589128
831	0.3665884928
832	0.3664362725
833	0.3662569561
834	0.3661038015
835	0.3659934738
836	0.365838613
837	0.365716054
838	0.3655361356
839	0.3653792797
840	0.3652623646
841	0.3651170653
842	0.3649638964
843	0.364803407
844	0.3646623372
845	0.3645262776
846	0.3643550123
847	0.3641909952
848	0.364058966
849	0.3639104302
850	0.3637957215
851	0.363626188
852	0.36353079
